AÑO,MES,MAQUINA,CENTRAL,AGENTE,AGENTE DESCRIPCION,REGION,PROVINCIA,PAIS,TIPO MAQUINA,FUENTE GENERACION,TECNOLOGIA,CATEGORIA HIDRAULICA,CATEGORIA REGION,GENERACION NETA
2020,1/8/2020,PARATG02,PARA,CTPARANG,CT PARANA - EMGASUD,LITORAL,ENTRE RIOS,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,PATATG01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"26.268,8"
2020,1/8/2020,PATATG02,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,CC,,Patagonia,"1.171,6"
2020,1/8/2020,PATATV01,PATA,ESURESUG,ENERGIA DEL SUR S.A.,PATAGONICA,CHUBUT,Argentina,TURBO VAPOR,Térmica,CC,,Patagonia,"15.168,3"
2020,1/8/2020,PBANHI,PBANHI,HCERROCG,HIDR. CERROS COLORADOS S.A.,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Planicie Banderita,Comahue,"55.652,8"
2020,1/8/2020,PHDZTG01,PHDZ,YPF-PHQA,YPF YAC P.HERNANDEZ AUTOG,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2020,1/8/2020,PHUITG01,PHUI,YPFPHUQA,YPF Autogenerador Pza. Huincul,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"25.792,8"
2020,1/8/2020,PICADI01,PICA,CTPINDSG,CT PARQUE INDUSTR.CATAM-SECCO,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"381,9"
2020,1/8/2020,PILATG11,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"57.134,6"
2020,1/8/2020,PILATG12,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,CC,,Centro,"79.870,2"
2020,1/8/2020,PILATV10,PILA,CTPILARG,CT PILAR - EPEC,CENTRO,CORDOBA,Argentina,TURBO VAPOR,Térmica,CC,,Centro,"79.399,0"
2020,1/8/2020,PIQIDI01,PIQI,CTPIQUIG,CENTRAL TERMICA PIQUIRENDA,NOROESTE,SALTA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"3.591,2"
2020,1/8/2020,PIRADI01,PIRA,CTPIRASG,CT PIRANE - SULLAIR,NORESTE,FORMOSA,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,PMADTG21,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,PMADTG22,PMAD,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,CHUBUT,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,PMORHI,PMORHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"0,0"
2020,1/8/2020,PNUETV07,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"24.265,2"
2020,1/8/2020,PNUETV08,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"21.847,4"
2020,1/8/2020,PNUETV09,PNUE,CPUERTOG,CENTRAL PUERTO SA,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"42.670,3"
2020,1/8/2020,PPATDI01,PPAT,CTPATRTG,CT PASO LA PATRIA-TURBODISEL,NORESTE,CORRIENTES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,PPLEHI,PPLEHI,PPLEUFUG,PICHI PICUN LEUFU,COMAHUE,NEUQUEN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Pichi,Comahue,"73.713,4"
2020,1/8/2020,PPNOTG01,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,TG,,Noa,"422,6"
2020,1/8/2020,PPNOTG02,PPNO,GENELTUG,GENERADORA ELEC.TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,TG,,Noa,"404,9"
2020,1/8/2020,PROVTV01,PROV,ARCOLPTA,ARCOR ING.LA PROVIDENCIA,NOROESTE,TUCUMAN,Argentina,BIOMASA,Renovable,BIOM,,Noa,"3.920,1"
2020,1/8/2020,PTR1TG23,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"701,2"
2020,1/8/2020,PTR1TG24,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,PTR1TG25,PTR1,CTPATAGG,C.T. PATAGONICAS SA,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"844,9"
2020,1/8/2020,PUPITV01,PUPI,APARPPNA,ALTO PARANA-PTO.PIRAY,NORESTE,MISIONES,Argentina,BIOMASA,Renovable,BIOM,,Nea,"8.643,7"
2020,1/8/2020,PVIEHI,PVIEHI,HTUCUMAG,HIDROELECTRICA TUCUMAN SA,NOROESTE,TUCUMAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"2.065,0"
2020,1/8/2020,QULLHI,QULLHI,QULLUMJG,QUEBRADA ULLUM - EPSE,CUYO,SAN JUAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"4.747,9"
2020,1/8/2020,RAFADI01,RAFA,CTRAFASG,CT RAFAELA - SECCO,LITORAL,SANTA FE,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"72,5"
2020,1/8/2020,RAW1EO,RAW1EO,PERAWS1G,P.EOLICO RAWSON I,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,"20.373,1"
2020,1/8/2020,RAW2EO,RAW2EO,PERAWS2G,P.EOLICO RAWSON II,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,"12.647,3"
2020,1/8/2020,REALDI01,REAL,CTREALSG,CT REALICO - SECCO,COMAHUE,LA PAMPA,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"90,0"
2020,1/8/2020,REOLHI,REOLHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"1.750,2"
2020,1/8/2020,RGDEHB,RGDEHB,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURB + BOMBA HI,Hidráulica,HID,Río Grande,Centro,"18.665,8"
2020,1/8/2020,RHONHI,RHONHI,HRHONDOG,HIDROELECTRICA RIO HONDO SA,NOROESTE,SGO.DEL ESTERO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"11.697,6"
2020,1/8/2020,ROCATG01,ROCA,CTROCARG,CT ROCA SA,COMAHUE,RIO NEGRO,Argentina,TURBO GAS,Térmica,CC,,Comahue,"73.663,7"
2020,1/8/2020,ROMEHI,ROMEHI,CHJROMEG,CENTRAL JULIAN ROMERO 5 SALTOS,COMAHUE,RIO NEGRO,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,"0,0"
2020,1/8/2020,RREYHI,RREYHI,HREYESYG,HIDROELECTRICA REYES EJSEDSA,NOROESTE,JUJUY,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"1.535,8"
2020,1/8/2020,RSAUDI01,RSAU,CTMEDANG,C.MEDANITOS-RINCON SAUCES,COMAHUE,NEUQUEN,Argentina,MOTOR DIESEL,Térmica,DI,,Comahue,"9.216,2"
2020,1/8/2020,RTERTG01,RTER,GENCORDG,GENERADORA CORDOBA S.A.,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,RTERTG02,RTER,GENCORDG,GENERADORA CORDOBA S.A.,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"78,9"
2020,1/8/2020,RTURTV01,RTUR,CTRIOTUG,CT RIO TURBIO -Yac.Carbonifero,PATAGONICA,SANTA CRUZ,Argentina,TURBO VAPOR,Térmica,TV,,Patagonia,"0,0"
2020,1/8/2020,RTURTV02,RTUR,CTRIOTUG,CT RIO TURBIO -Yac.Carbonifero,PATAGONICA,SANTA CRUZ,Argentina,TURBO VAPOR,Térmica,TV,,Patagonia,"0,0"
2020,1/8/2020,RUFIDI01,RUFI,CTRUFING,CT RUFINO Sta Fe - ENARSA,LITORAL,SANTA FE,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"68,2"
2020,1/8/2020,SALOHI,SALOHI,CHSLOMAG,C.H. SALTO DE LA LOMA,CUYO,SAN JUAN,Argentina,MICRO HIDRAULIC,Renovable,HR,Resto Hidráulico,Cuyo,"170,4"
2020,1/8/2020,SANDHI,SANDHI,SALANDEG,CENTRAL SALTO ANDERSEN,COMAHUE,LA PAMPA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Comahue,"358,9"
2020,1/8/2020,SARCTG21,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,SAN JUAN,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"173,1"
2020,1/8/2020,SARCTG22,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,SAN JUAN,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"180,0"
2020,1/8/2020,SARCTG23,SARC,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,SAN JUAN,Argentina,TURBO GAS,Térmica,TG,,Cuyo,"177,2"
2020,1/8/2020,SBAYDI01,SBAY,LOMASB3A,LOMA NEGRA - Pta Sierras Bayas,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SEMINO,SEMIHI,SEMINOSA,MOLINO JUAN SEMINO SA,LITORAL,SANTA FE,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Gba - Litoral - Buenos Aires,"11,5"
2020,1/8/2020,SFRATG01,SFRA,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"216,8"
2020,1/8/2020,SFRATG02,SFRA,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"435,0"
2020,1/8/2020,SGDEHIAR,SGDEHIAR,CTMSALGG,CTM SALTO GRANDE,LITORAL,ENTRE RIOS,Argentina,TURB HIDRAULICA,Hidráulica,HID,Salto Grande Argentina,Gba - Litoral - Buenos Aires,"279.621,7"
2020,1/8/2020,SGUIHI,SGUIHI,CHSGUILG,C.H. SAN GUILLERMO SIEyE,CUYO,SAN JUAN,Argentina,MICRO HIDRAULIC,Renovable,HR,Resto Hidráulico,Cuyo,"0,0"
2020,1/8/2020,SHELTG01,SHEL,SHELDSCA,SHELL CAPSA PTA. DOCK SUD,GRAN BS.AS.,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"4.470,8"
2020,1/8/2020,SJUAFV,SJUAFV,PFOTOSJG,PTA FOTOVOLTAICA S.JUAN I-EPSE,CUYO,SAN JUAN,Argentina,FOTOVOLTAICA,Renovable,SOL,,Cuyo,"187,8"
2020,1/8/2020,SLTADI01,SLTA,CTSALTAG,CT SALTA - ENARSA,NOROESTE,SALTA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"0,0"
2020,1/8/2020,SMANDI01,SMAN,CTSMNO3G,C.T.SAN MARTIN NORTE 3A,GRAN BS.AS.,BUENOS AIRES,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,"3.532,2"
2020,1/8/2020,SMARDI01,SMAR,EDECATKG,EDECAT GENERACION,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"20,7"
2020,1/8/2020,SMARHI,SMARHI,GEMSAMEG,GENERADORA ELECTRICA MENDOZ.SA,CUYO,MENDOZA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"1.243,3"
2020,1/8/2020,SMIGDI01,SMIG,CTSAMING,CT SAN MIGUEL NORTE III-ENARSA,GRAN BS.AS.,BUENOS AIRES,Argentina,BIOGAS,Renovable,BIOG,,Gba - Litoral - Buenos Aires,"6.568,4"
2020,1/8/2020,SMTUTG01,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,CC,,Noa,"12.755,9"
2020,1/8/2020,SMTUTG02,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,CC,,Noa,"37.418,9"
2020,1/8/2020,SMTUTV01,SMTU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO VAPOR,Térmica,CC,,Noa,"24.681,5"
2020,1/8/2020,SNICTG01,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SNICTV11,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SNICTV12,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SNICTV13,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SNICTV14,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SNICTV15,SNIC,CTSNICOG,C.TERMICA SAN NICOLAS,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"170.243,0"
2020,1/8/2020,SOESTG01,SOES,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,SOESTG02,SOES,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,SOESTG03,SOES,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,SOESTG04,SOES,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,SOLATG01,SOLA,SOLALB2A,SOLALBAN ENERGIA SA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"32.100,3"
2020,1/8/2020,SORRTV11,SORR,CTSORREG,C.TERMICA SORRENTO,LITORAL,SANTA FE,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SORRTV12,SORR,CTSORREG,C.TERMICA SORRENTO,LITORAL,SANTA FE,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SORRTV13,SORR,CTSORREG,C.TERMICA SORRENTO,LITORAL,SANTA FE,Argentina,TURBO VAPOR,Térmica,TV,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,SPE2DI01,SPE2,CTSAE2AG,CT SAENZ PEÑA II- AGGREKO,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,SPENDI01,SPEN,CTSAENAG,CT SAENZ PEÑA - APR ENERGY,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,SROQHI,SROQHI,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Centro,"3.904,0"
2020,1/8/2020,SROSDI01,SROS,CTSROSTG,CT SANTA ROSA -TURBODISEL,NORESTE,CORRIENTES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"303,4"
2020,1/8/2020,SVICDI01,SVIC,CTSANVIG,CT SAN VICENTE BsAs - ENARSA,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"237,2"
2020,1/8/2020,TABATV01,TABA,IRTABAAA,Ingenio y Ref.S.Martin Tabacal,NOROESTE,SALTA,Argentina,BIOMASA,Renovable,BIOM,,Noa,"20.269,4"
2020,1/8/2020,TANDTG01,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,SALTA,Argentina,TURBO GAS,Térmica,CC,,Noa,"126.796,3"
2020,1/8/2020,TANDTG02,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,SALTA,Argentina,TURBO GAS,Térmica,CC,,Noa,"125.553,6"
2020,1/8/2020,TANDTV01,TAND,TERMOANG,C.T. SALTA (TERMOANDES),NOROESTE,SALTA,Argentina,TURBO VAPOR,Térmica,CC,,Noa,"142.198,0"
2020,1/8/2020,TERVDI01,TERV,CTTERESG,CT TEREVINTOS - SECCO,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"88,9"
2020,1/8/2020,TIMBTG01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"133.952,9"
2020,1/8/2020,TIMBTG02,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"59.593,3"
2020,1/8/2020,TIMBTV01,TIMB,TSMARTIG,TERMOELE. JOSE SAN MARTIN S.A,LITORAL,SANTA FE,Argentina,TURBO VAPOR,Térmica,CC,,Gba - Litoral - Buenos Aires,"102.043,7"
2020,1/8/2020,TINODI01,TINO,CTTINOSG,CT TINOGASTA - SULLAIR,NOROESTE,CATAMARCA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"92,6"
2020,1/8/2020,TORDEO,TORDEO,CETORDIG,CE EL TORDILLO-VIENTO PATAGON,PATAGONICA,CHUBUT,Argentina,EOLICA,Renovable,EOL,,Patagonia,"0,0"
2020,1/8/2020,TRAPTG01,TRAP,CHEVHUQA,CHEVRON ARGENTINA - HUANTRAICO,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"0,0"
2020,1/8/2020,TUCUTG01,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,CC,,Noa,"58.724,6"
2020,1/8/2020,TUCUTG02,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO GAS,Térmica,CC,,Noa,"91.376,6"
2020,1/8/2020,TUCUTV01,TUCU,YPFENERG,YPF ENERGÍA ELECTR.ex PLUSPETG,NOROESTE,TUCUMAN,Argentina,TURBO VAPOR,Térmica,CC,,Noa,"70.354,5"
2020,1/8/2020,TUNAHI,TUNAHI,AESJURAG,AES JURAMENTO,NOROESTE,SALTA,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Noa,"5.199,5"
2020,1/8/2020,ULLUHI,ULLUHI,HTSANJUG,HIDROTERMICA SAN JUAN,CUYO,SAN JUAN,Argentina,HIDRAULICA <=50,Renovable,HR,Resto Hidráulico,Cuyo,"7.242,7"
2020,1/8/2020,VANGDI01,VANG,CTVANGAG,CT VILLA ANGELA - AGGREKO,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,VGADDI01,VGAD,CTGVILAG,CT GRAL. VILLEGAS - AGGREKO,BUENOS AIRES,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"511,2"
2020,1/8/2020,VGESTG11,VGES,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"110,4"
2020,1/8/2020,VGESTG14,VGES,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,VGESTG16,VGES,CATLANTG,C.COSTA ATLANTICA,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"111,1"
2020,1/8/2020,VGESTG18,VGES,CTGESELG,CT VILLA GESELL-CATLANT.,BUENOS AIRES,BUENOS AIRES,Argentina,TURBO GAS,Térmica,TG,,Gba - Litoral - Buenos Aires,"45.103,8"
2020,1/8/2020,VIALDI01,VIAL,CTVIALAG,CT VIALE - AGGREKO,LITORAL,ENTRE RIOS,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"494,3"
2020,1/8/2020,VMARTG01,VMAR,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,VMARTG02,VMAR,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,VMARTG03,VMAR,EPECORDG,EPEC GENERACION,CENTRO,CORDOBA,Argentina,TURBO GAS,Térmica,TG,,Centro,"0,0"
2020,1/8/2020,VOBLTG01,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"52.521,4"
2020,1/8/2020,VOBLTG02,VOBL,CTVOBLIG,CT VUELTA DE OBLIGADO,LITORAL,SANTA FE,Argentina,TURBO GAS,Térmica,CC,,Gba - Litoral - Buenos Aires,"75.639,4"
2020,1/8/2020,VTUDDI01,VTUD,CTVTUESG,CT VENADO TUERTO - SECCO,LITORAL,SANTA FE,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"87,5"
2020,1/8/2020,YACYHI,YACYHI,YACYRETG,E.B. YACYRETA,NORESTE,MISIONES,Argentina,TURB HIDRAULICA,Hidráulica,HID,Yacyretá,Nea,"1.228.460,2"
2020,1/8/2020,YANQDI01,YANQ,YANQUETG,BIO ENERGÍA YANQUETRUZ S.A.,CENTRO,SAN LUIS,Argentina,BIOGAS,Renovable,BIOG,,Centro,"852,1"
2020,1/8/2020,YPFATG01,YPFA,YPFLPEZA,YPF LOS PERALES AUTOG,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"3.170,0"
2020,1/8/2020,SSALDI01,SSAL,CTSSALVG,CT SAN SALVADOR E.Rios -ENARSA,LITORAL,ENTRE RIOS,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"0,0"
2020,1/8/2020,BERIDI01,BERI,EMISSANG,EMSA GENERACION,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"134,5"
2020,1/8/2020,SANADI01,SANA,EMISSANG,EMSA GENERACION,NORESTE,MISIONES,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"239,8"
2020,1/8/2020,FRIATG01,FRIA,CTFRIASG,GENERACION FRIAS S.A.,NOROESTE,SGO.DEL ESTERO,Argentina,TURBO GAS,Térmica,TG,,Noa,"2.089,6"
2020,1/8/2020,BANDDI01,BAND,CTBANDEG,CT BANDERA SgoEstero - ENARSA,NOROESTE,SGO.DEL ESTERO,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"47,0"
2020,1/8/2020,PROCDI01,PROC,CTPROCAG,CT PRESIDENCIA ROCA,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,SCHADI01,SCHA,CTSMARTG,CT SAN MARTIN Chaco,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,COSMDI11,COSM,COSTANDG,MOTOGENERADORES COSTANERA,GRAN BS.AS.,BUENOS AIRES,Argentina,MOTOR DIESEL,Térmica,DI,,Gba - Litoral - Buenos Aires,"9.953,4"
2020,1/8/2020,RCHITG01,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,RCHITG02,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,RCHITG03,RCHI,CTRIOCHG,CT RIO CHICO - SPSE,PATAGONICA,SANTA CRUZ,Argentina,TURBO GAS,Térmica,TG,,Patagonia,"0,0"
2020,1/8/2020,LDLATG04,LDLA,PAMPAENG,C.T. LOMA DE LA LATA S.A.,COMAHUE,NEUQUEN,Argentina,TURBO GAS,Térmica,TG,,Comahue,"9.696,6"
2020,1/8/2020,JUMEEO,JUMEEO,CEOJUMEG,C.EOLICA EL JUME Sgo del Ester,NOROESTE,SGO.DEL ESTERO,Argentina,EOLICA,Renovable,EOL,,Noa,"1.190,2"
2020,1/8/2020,BARDDI01,BARD,CTBQUERG,CT BARRANQUERAS Chaco,NORESTE,CHACO,Argentina,MOTOR DIESEL,Térmica,DI,,Nea,"0,0"
2020,1/8/2020,PNEGHI,PNEGHI,CHPNEGRG,C.H.PUNTA NEGRA - EPSE,CUYO,SAN JUAN,Argentina,TURB HIDRAULICA,Hidráulica,HID,Resto Hidráulico,Cuyo,"6.385,4"
2020,1/8/2020,CHEPDI01,CHEP,EDELARFG,EDELAR GENERACION,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"765,4"
2020,1/8/2020,PZUEDI01,PZUE,EDELARFG,EDELAR GENERACION,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"140,3"
2020,1/8/2020,TELLDI01,TELL,EDELARFG,EDELAR GENERACION,NOROESTE,LA RIOJA,Argentina,MOTOR DIESEL,Térmica,DI,,Noa,"109,4"
